04/01/2018-14:20;29.9;31.5;32.0;28.3
04/01/2018-14:30;29.8;22.5;32.0;28.3
04/01/2018-14:40;30.0;21.8;31.6;28.5
04/01/2018-14:50;30.0;28.8;31.3;28.5
04/01/2018-15:00;30.0;31.7;31.4;28.4
04/01/2018-15:10;30.3;26.2;31.2;28.7
04/01/2018-15:20;30.4;28.8;30.6;28.8
04/01/2018-15:30;30.4;28.2;30.3;28.8
04/01/2018-15:40;30.4;29.2;31.2;28.8
04/01/2018-15:50;30.4;33.7;31.3;28.8
04/01/2018-16:00;30.3;31.6;32.1;28.7
04/01/2018-16:10;30.2;38.7;32.3;28.6
04/01/2018-16:20;30.3;32.1;32.6;28.7
04/01/2018-16:30;30.2;40.2;31.7;28.7
04/01/2018-16:40;30.3;27.1;31.8;28.7
04/01/2018-16:50;30.4;31.1;33.8;28.8
04/01/2018-17:00;30.3;32.2;34.3;28.7
04/01/2018-17:10;30.0;35.6;35.5;28.5
04/01/2018-17:20;29.9;38.7;36.6;28.3
04/01/2018-17:30;29.8;37.9;37.5;28.3
04/01/2018-17:40;29.6;40.6;36.4;28.1
04/01/2018-17:50;29.6;40.2;35.7;28.1
04/01/2018-18:00;29.3;43.4;34.4;27.8
04/01/2018-18:10;29.1;38.5;34.5;27.6
04/01/2018-18:20;28.8;42.2;33.7;27.4
04/01/2018-18:30;28.7;40.0;33.9;27.3
04/01/2018-18:40;28.5;41.1;34.6;27.1
04/01/2018-18:50;28.3;37.0;35.5;27.0
04/01/2018-19:00;28.0;38.0;35.9;26.7
04/01/2018-19:10;27.6;35.4;36.3;26.4
04/01/2018-19:20;27.3;37.9;36.0;26.0
04/01/2018-19:30;26.8;35.2;37.0;25.6
04/01/2018-19:40;26.3;31.8;38.3;25.1
04/01/2018-19:50;25.9;33.3;39.1;24.7
04/01/2018-20:00;25.6;31.6;39.5;24.4
04/01/2018-20:10;25.0;30.1;40.8;23.9
04/01/2018-20:20;24.8;32.1;41.0;23.6
04/01/2018-20:30;24.7;34.3;41.1;23.6
04/01/2018-20:40;24.6;36.2;41.5;23.5
04/01/2018-20:50;24.3;33.0;42.8;23.1
04/01/2018-21:00;24.0;32.2;43.5;22.9
04/01/2018-21:10;23.8;34.2;43.3;22.6
04/01/2018-21:20;23.6;34.5;43.6;22.5
04/01/2018-21:30;23.6;42.3;43.5;22.4
04/01/2018-21:40;23.4;40.2;44.7;22.2
04/01/2018-21:50;23.3;40.7;44.0;22.1
04/01/2018-22:00;23.0;39.5;43.5;21.8
04/01/2018-22:10;22.9;43.6;42.0;21.8
04/01/2018-22:20;22.5;38.0;43.3;21.4
04/01/2018-22:30;22.5;41.6;43.9;21.3
04/01/2018-22:40;22.4;48.4;44.3;21.2
04/01/2018-22:50;22.3;46.5;45.1;21.1
04/01/2018-23:00;22.0;47.2;46.4;20.8
04/01/2018-23:10;21.7;44.8;47.9;20.5
04/01/2018-23:20;21.5;43.7;49.7;20.2
04/01/2018-23:30;21.3;43.9;51.0;20.1
04/01/2018-23:40;21.1;44.0;52.4;19.9
04/01/2018-23:50;21.0;43.6;53.6;19.7
05/01/2018-00:00;20.8;43.8;54.8;19.6
05/01/2018-00:10;20.7;45.2;55.6;19.4
05/01/2018-00:20;20.7;46.1;56.0;19.4
05/01/2018-00:30;20.4;42.4;57.4;19.1
05/01/2018-00:40;20.3;43.1;58.2;19.0
05/01/2018-00:50;20.1;40.0;59.2;18.8
05/01/2018-01:00;19.9;39.9;60.0;18.6
05/01/2018-01:10;19.8;38.2;60.8;18.5
05/01/2018-01:20;19.6;37.7;61.8;18.3
05/01/2018-01:30;19.5;35.1;62.7;18.1
05/01/2018-01:40;19.5;35.1;62.9;18.1
05/01/2018-01:50;19.4;34.8;63.6;18.0
05/01/2018-02:00;19.2;34.3;64.9;17.8
05/01/2018-02:10;19.1;32.8;65.7;17.7
05/01/2018-02:20;19.1;35.3;65.8;17.7
05/01/2018-02:30;19.2;38.6;65.7;17.8
05/01/2018-02:40;19.2;38.3;65.8;17.8
05/01/2018-02:50;19.2;37.8;66.0;17.9
05/01/2018-03:00;19.2;38.8;66.3;17.9
05/01/2018-03:10;19.2;40.1;66.9;17.8
05/01/2018-03:20;19.1;41.8;67.1;17.8
05/01/2018-03:30;19.0;42.9;67.6;17.7
05/01/2018-03:40;19.0;40.6;68.0;17.6
05/01/2018-03:50;18.9;38.4;68.6;17.5
05/01/2018-04:00;18.8;39.6;68.8;17.4
05/01/2018-04:10;18.7;38.4;69.4;17.3
05/01/2018-04:20;18.7;38.9;69.7;17.3
05/01/2018-04:30;18.6;37.1;70.4;17.2
05/01/2018-04:40;18.4;35.8;71.2;17.0
05/01/2018-04:50;18.4;35.0;71.8;16.9
05/01/2018-05:00;18.3;38.7;72.5;16.8
05/01/2018-05:10;18.1;35.0;73.3;16.7
05/01/2018-05:20;18.1;33.6;73.7;16.6
05/01/2018-05:30;18.0;33.3;74.2;16.5
05/01/2018-05:40;18.0;33.9;74.5;16.5
05/01/2018-05:50;17.9;33.4;75.0;16.5
05/01/2018-06:00;17.9;33.5;75.3;16.4
05/01/2018-06:10;17.9;34.8;75.2;16.4
05/01/2018-06:20;17.9;36.4;74.7;16.5
05/01/2018-06:30;17.9;34.5;74.8;16.4
05/01/2018-06:40;17.8;30.2;74.9;16.3
05/01/2018-06:50;17.8;27.9;75.1;16.3
05/01/2018-07:00;17.8;27.6;75.4;16.3
05/01/2018-07:10;18.0;30.8;74.8;16.6
05/01/2018-07:20;18.2;33.5;74.3;16.8
05/01/2018-07:30;18.6;31.9;73.3;17.2
05/01/2018-07:40;19.0;28.0;72.2;17.7
05/01/2018-07:50;19.4;27.7;71.1;18.1
05/01/2018-08:00;19.8;28.3;70.2;18.6
05/01/2018-08:10;20.2;26.2;69.3;19.0
05/01/2018-08:20;20.6;26.6;68.1;19.3
05/01/2018-08:30;20.9;28.1;67.2;19.7
05/01/2018-08:40;21.4;24.8;66.3;20.2
05/01/2018-08:50;22.1;21.9;64.2;21.0
05/01/2018-09:00;23.1;15.8;61.7;22.0
05/01/2018-09:10;23.6;11.5;59.7;22.5
05/01/2018-09:20;23.7;13.0;58.8;22.5
05/01/2018-09:30;24.1;12.0;59.1;23.0
05/01/2018-09:40;24.4;9.9;59.2;23.3
05/01/2018-09:50;24.3;19.5;59.7;23.1
05/01/2018-10:00;24.4;14.4;60.3;23.2
05/01/2018-10:10;24.5;20.6;60.9;23.3
05/01/2018-10:20;24.5;26.0;61.2;23.3
05/01/2018-10:30;24.7;24.5;61.0;23.6
05/01/2018-10:40;25.0;22.3;60.6;23.8
05/01/2018-10:50;25.2;24.0;60.4;24.0
05/01/2018-11:00;25.4;22.6;60.6;24.2
05/01/2018-11:10;25.6;18.9;59.5;24.5
05/01/2018-11:20;25.7;18.5;59.9;24.5
05/01/2018-11:30;25.7;18.9;59.5;24.5
05/01/2018-11:40;25.8;12.8;59.6;24.6
05/01/2018-11:50;25.9;12.5;60.0;24.7
05/01/2018-12:00;26.5;13.2;57.2;25.3
05/01/2018-12:10;26.1;15.6;58.5;24.9
05/01/2018-12:20;26.5;10.8;58.4;25.3
05/01/2018-12:30;27.1;10.7;56.0;25.8
05/01/2018-12:40;27.6;15.9;54.8;26.3
05/01/2018-12:50;27.3;20.6;55.9;26.0
05/01/2018-13:00;27.4;19.9;55.4;26.1
05/01/2018-13:10;28.0;13.5;54.9;26.7
05/01/2018-13:20;28.0;20.0;54.5;26.6
05/01/2018-13:30;27.8;17.6;55.5;26.5
05/01/2018-13:40;28.1;11.7;53.2;26.7
05/01/2018-13:50;28.1;14.6;51.8;26.7
05/01/2018-14:00;28.4;11.7;51.4;27.0
05/01/2018-14:10;28.0;14.6;52.1;26.7
05/01/2018-14:20;28.7;21.2;51.9;27.3
05/01/2018-14:30;29.2;19.2;51.0;27.7
05/01/2018-14:40;28.3;15.6;50.4;27.0
05/01/2018-14:50;28.7;9.9;50.7;27.3
05/01/2018-15:00;29.9;21.4;48.3;28.3
05/01/2018-15:10;29.8;19.0;47.9;28.3
05/01/2018-15:20;29.5;14.1;47.2;28.0
05/01/2018-15:30;29.5;14.6;47.7;28.0
05/01/2018-15:40;29.9;24.2;46.5;28.3
05/01/2018-15:50;30.0;18.5;44.4;28.5
05/01/2018-16:00;29.7;21.0;44.5;28.2
05/01/2018-16:10;28.9;11.1;43.7;27.5
05/01/2018-16:20;29.6;15.0;45.1;28.1
05/01/2018-16:30;30.4;22.3;44.9;28.8
05/01/2018-16:40;29.3;21.0;46.5;27.8
05/01/2018-16:50;30.4;22.2;45.8;28.8
05/01/2018-17:00;30.5;26.5;44.9;28.9
05/01/2018-17:10;30.2;24.5;45.0;28.7
05/01/2018-17:20;29.2;16.7;45.2;27.8
05/01/2018-17:30;29.5;14.1;45.5;28.0
05/01/2018-17:40;30.3;23.1;43.0;28.7
05/01/2018-17:50;30.5;22.1;42.0;28.9
05/01/2018-18:00;30.2;20.9;41.9;28.6
05/01/2018-18:10;30.1;18.2;43.0;28.5
05/01/2018-18:20;30.0;25.8;43.2;28.5
05/01/2018-18:30;30.2;18.1;42.1;28.7
05/01/2018-18:40;30.3;19.4;42.1;28.7
05/01/2018-18:50;30.2;19.1;42.9;28.6
05/01/2018-19:00;29.2;25.1;44.5;27.8
05/01/2018-19:10;28.7;20.3;45.5;27.3
05/01/2018-19:20;28.5;18.6;46.1;27.1
05/01/2018-19:30;28.3;14.9;46.9;27.0
05/01/2018-19:40;27.8;10.9;50.1;26.4
05/01/2018-19:50;28.1;11.9;48.8;26.7
05/01/2018-20:00;27.7;10.4;50.4;26.4
05/01/2018-20:10;27.0;11.3;53.0;25.7
05/01/2018-20:20;26.3;15.3;54.1;25.0
05/01/2018-20:30;26.0;33.7;59.1;24.9
05/01/2018-20:40;25.9;42.8;62.2;24.7
05/01/2018-20:50;25.7;38.2;63.1;24.5
05/01/2018-21:00;25.5;35.7;64.1;24.3
05/01/2018-21:10;25.2;37.2;65.0;24.1
05/01/2018-21:20;24.9;36.7;66.4;23.7
05/01/2018-21:30;24.6;35.5;67.5;23.5
05/01/2018-21:40;24.4;34.9;68.3;23.3
05/01/2018-21:50;24.3;38.4;68.2;23.1
05/01/2018-22:00;24.1;36.7;68.6;22.9
05/01/2018-22:10;24.0;39.9;68.6;22.8
05/01/2018-22:20;23.8;39.9;68.8;22.7
05/01/2018-22:30;23.6;40.6;69.5;22.4
05/01/2018-22:40;23.4;36.8;70.4;22.2
05/01/2018-22:50;23.3;37.9;70.4;22.1
05/01/2018-23:00;23.1;38.6;70.6;22.0
05/01/2018-23:10;23.1;42.2;70.7;21.9
05/01/2018-23:20;23.0;42.6;71.1;21.9
05/01/2018-23:30;22.8;38.4;72.3;21.6
05/01/2018-23:40;22.6;34.4;73.4;21.5
05/01/2018-23:50;22.5;33.9;74.0;21.4
06/01/2018-00:00;22.4;32.4;74.9;21.3
06/01/2018-00:10;22.3;28.2;75.8;21.2
06/01/2018-00:20;22.2;26.3;76.6;21.0
06/01/2018-00:30;21.9;20.7;78.0;20.7
06/01/2018-00:40;21.7;22.9;79.0;20.5
06/01/2018-00:50;21.6;24.8;79.8;20.4
06/01/2018-01:00;21.7;26.7;79.4;20.6
06/01/2018-01:10;21.7;27.6;79.7;20.5
06/01/2018-01:20;21.5;22.2;80.5;20.4
06/01/2018-01:30;21.3;20.6;81.4;20.2
06/01/2018-01:40;21.3;18.3;81.7;20.1
06/01/2018-01:50;21.1;15.8;82.1;20.0
06/01/2018-02:00;21.4;13.9;81.4;20.2
06/01/2018-02:10;21.4;14.6;81.0;20.2
06/01/2018-02:20;21.4;12.7;81.1;20.3
06/01/2018-02:30;21.5;12.7;80.7;20.3
06/01/2018-02:40;21.5;12.8;80.9;20.3
06/01/2018-02:50;21.5;13.4;81.0;20.3
06/01/2018-03:00;21.7;10.7;80.4;20.6
06/01/2018-03:10;21.6;7.6;80.9;20.5
06/01/2018-03:20;21.9;13.3;81.6;20.7
06/01/2018-03:30;21.8;15.3;82.4;20.7
06/01/2018-03:40;21.8;15.3;83.1;20.6
06/01/2018-03:50;21.8;16.9;83.2;20.6
06/01/2018-04:00;21.6;15.0;83.8;20.5
06/01/2018-04:10;21.5;12.3;84.2;20.4
06/01/2018-04:20;21.4;12.6;84.6;20.3
06/01/2018-04:30;21.3;12.1;85.0;20.1
06/01/2018-04:40;21.2;10.9;85.3;20.1
06/01/2018-04:50;21.1;12.9;85.5;20.0
06/01/2018-05:00;21.2;11.3;85.2;20.0
06/01/2018-05:10;21.2;8.9;85.4;20.0
06/01/2018-05:20;21.3;8.1;85.5;20.1
06/01/2018-05:30;21.2;9.1;85.7;20.0
06/01/2018-05:40;21.3;11.5;85.8;20.1
06/01/2018-05:50;21.3;14.0;84.8;20.2
06/01/2018-06:00;21.4;13.3;84.2;20.3
06/01/2018-06:10;21.4;14.6;84.1;20.2
06/01/2018-06:20;21.3;18.3;84.5;20.2
06/01/2018-06:30;21.2;19.0;85.0;20.1
06/01/2018-06:40;21.2;18.0;85.1;20.1
06/01/2018-06:50;21.1;16.8;85.1;20.0
06/01/2018-07:00;21.2;17.0;84.9;20.0
06/01/2018-07:10;21.3;16.6;84.8;20.1
06/01/2018-07:20;21.3;18.5;84.6;20.2
06/01/2018-07:30;21.3;15.7;84.5;20.2
06/01/2018-07:40;21.3;14.1;84.5;20.1
06/01/2018-07:50;21.3;16.3;84.3;20.2
06/01/2018-08:00;21.5;16.0;83.4;20.4
06/01/2018-08:10;21.7;17.1;82.0;20.6
06/01/2018-08:20;21.9;19.2;80.6;20.8
06/01/2018-08:30;21.9;19.3;80.0;20.8
06/01/2018-08:40;22.0;17.8;80.1;20.8
06/01/2018-08:50;22.0;17.1;80.0;20.9
06/01/2018-09:00;22.1;18.5;79.3;21.0
06/01/2018-09:10;22.1;20.1;79.5;21.0
06/01/2018-09:20;22.2;16.1;79.7;21.1
06/01/2018-09:30;22.1;20.2;80.1;21.0
06/01/2018-09:40;22.1;21.2;80.0;20.9
06/01/2018-09:50;22.2;21.4;80.0;21.0
06/01/2018-10:00;22.2;22.3;79.7;21.1
06/01/2018-10:10;22.3;19.4;79.8;21.2
06/01/2018-10:20;22.5;15.9;79.6;21.3
06/01/2018-10:30;22.5;15.2;78.8;21.4
06/01/2018-10:40;22.5;17.6;78.6;21.4
06/01/2018-10:50;22.8;17.4;78.2;21.7
06/01/2018-11:00;22.8;20.9;77.1;21.6
06/01/2018-11:10;22.7;21.0;76.7;21.6
06/01/2018-11:20;22.6;17.1;77.2;21.5
06/01/2018-11:30;22.7;19.5;77.4;21.6
06/01/2018-11:40;23.0;19.9;77.0;21.9
06/01/2018-11:50;23.3;22.8;75.9;22.2
06/01/2018-12:00;24.0;17.3;73.9;22.8
06/01/2018-12:10;23.9;17.2;72.8;22.7
06/01/2018-12:20;23.8;19.0;72.8;22.6
06/01/2018-12:30;24.1;22.5;70.8;23.0
06/01/2018-12:40;24.3;19.8;70.6;23.1
06/01/2018-12:50;24.3;22.5;70.5;23.2
06/01/2018-13:00;24.3;23.0;70.5;23.2
06/01/2018-13:10;24.4;23.1;68.5;23.3
06/01/2018-13:20;24.2;19.6;70.4;23.1
06/01/2018-13:30;24.1;19.8;71.3;23.0
06/01/2018-13:40;24.5;18.9;70.3;23.3
06/01/2018-13:50;24.9;24.2;68.2;23.8
06/01/2018-14:00;25.0;21.4;68.1;23.9
06/01/2018-14:10;25.4;24.4;66.7;24.3
06/01/2018-14:20;25.2;21.5;66.9;24.1
06/01/2018-14:30;25.4;20.5;66.4;24.3
06/01/2018-14:40;25.6;19.2;65.2;24.4
06/01/2018-14:50;25.4;18.0;66.1;24.3
06/01/2018-15:00;25.9;16.6;63.7;24.7
06/01/2018-15:10;25.4;13.0;65.8;24.3
06/01/2018-15:20;25.5;21.9;66.6;24.3
06/01/2018-15:30;25.6;19.3;65.5;24.4
06/01/2018-15:40;25.4;19.8;66.6;24.3
06/01/2018-15:50;25.5;18.0;65.6;24.3
06/01/2018-16:00;25.7;19.5;65.7;24.6
06/01/2018-16:10;25.6;16.7;64.0;24.5
06/01/2018-16:20;25.9;4.6;63.9;24.7
06/01/2018-16:30;25.9;4.9;62.7;24.7
06/01/2018-16:40;26.1;3.0;60.1;24.9
06/01/2018-16:50;26.4;3.2;60.8;25.2
06/01/2018-17:00;26.8;6.1;59.5;25.6
06/01/2018-17:10;27.1;6.1;56.4;25.8
06/01/2018-17:20;27.1;4.0;56.9;25.8
06/01/2018-17:30;27.0;1.9;57.6;25.8
06/01/2018-17:40;27.2;1.5;56.6;25.9
06/01/2018-17:50;27.4;5.0;57.0;26.1
06/01/2018-18:00;27.1;4.4;56.7;25.9
06/01/2018-18:10;27.2;10.0;57.3;25.9
06/01/2018-18:20;27.3;3.0;56.1;26.1
06/01/2018-18:30;27.5;11.8;55.1;26.2
06/01/2018-18:40;27.5;7.9;56.3;26.2
06/01/2018-18:50;27.2;7.6;57.7;26.0
06/01/2018-19:00;26.8;4.3;58.9;25.6
06/01/2018-19:10;25.5;22.5;63.0;24.3
06/01/2018-19:20;24.1;24.8;64.9;23.0
06/01/2018-19:30;23.5;26.8;68.6;22.4
06/01/2018-19:40;23.4;23.3;71.1;22.2
06/01/2018-19:50;23.0;21.8;72.9;21.9
06/01/2018-20:00;22.9;19.7;73.6;21.8
06/01/2018-20:10;22.9;18.9;73.7;21.7
06/01/2018-20:20;22.8;22.6;73.4;21.7
06/01/2018-20:30;22.7;20.3;72.5;21.5
06/01/2018-20:40;22.5;25.2;72.2;21.4
06/01/2018-20:50;22.1;20.6;74.5;21.0
06/01/2018-21:00;21.7;19.9;76.1;20.5
06/01/2018-21:10;21.1;16.3;80.6;20.0
06/01/2018-21:20;20.9;14.7;82.3;19.7
06/01/2018-21:30;21.0;26.8;81.0;19.8
06/01/2018-21:40;21.3;38.4;81.0;20.2
06/01/2018-21:50;21.1;56.8;78.5;19.9
06/01/2018-22:00;20.3;58.3;78.6;19.1
06/01/2018-22:10;19.9;47.2;80.5;18.6
06/01/2018-22:20;19.4;44.4;82.0;18.1
06/01/2018-22:30;19.1;45.8;79.3;17.8
06/01/2018-22:40;18.6;42.3;81.6;17.2
06/01/2018-22:50;18.3;41.8;84.0;16.9
06/01/2018-23:00;18.3;39.1;84.0;16.9
06/01/2018-23:10;18.3;35.0;83.7;16.9
06/01/2018-23:20;18.3;39.2;79.9;16.9
06/01/2018-23:30;18.2;38.5;79.8;16.8
06/01/2018-23:40;18.2;38.0;79.8;16.8
06/01/2018-23:50;18.3;32.5;79.1;16.9
07/01/2018-00:00;18.4;32.7;78.3;17.0
07/01/2018-00:10;18.2;29.8;80.0;16.8
07/01/2018-00:20;18.3;28.7;80.0;16.9
07/01/2018-00:30;18.4;28.9;80.5;17.0
07/01/2018-00:40;18.6;29.6;80.1;17.2
07/01/2018-00:50;18.7;28.6;79.0;17.3
07/01/2018-01:00;18.8;25.8;77.9;17.5
07/01/2018-01:10;18.7;23.9;78.6;17.4
07/01/2018-01:20;18.8;21.5;78.2;17.4
07/01/2018-01:30;18.8;23.8;77.1;17.5
07/01/2018-01:40;19.0;25.3;75.9;17.6
07/01/2018-01:50;19.0;21.6;75.6;17.7
07/01/2018-02:00;19.0;20.4;75.0;17.6
07/01/2018-02:10;18.9;21.4;71.8;17.6
07/01/2018-02:20;18.8;17.7;72.4;17.4
07/01/2018-02:30;18.3;23.2;76.4;16.9
07/01/2018-02:40;18.2;30.3;77.9;16.7
07/01/2018-02:50;18.2;24.9;78.5;16.8
07/01/2018-03:00;18.2;20.0;78.6;16.8
07/01/2018-03:10;18.4;19.9;74.8;17.0
07/01/2018-03:20;18.8;30.0;69.4;17.4
07/01/2018-03:30;19.2;31.8;66.6;17.8
07/01/2018-03:40;19.0;19.0;67.6;17.7
07/01/2018-03:50;18.8;19.5;69.7;17.5
07/01/2018-04:00;18.7;9.9;71.7;17.3
07/01/2018-04:10;18.9;11.6;71.8;17.5
07/01/2018-04:20;18.9;15.8;73.0;17.5
07/01/2018-04:30;19.0;18.8;72.7;17.6
07/01/2018-04:40;19.0;28.3;72.6;17.7
07/01/2018-04:50;18.9;24.3;74.0;17.6
07/01/2018-05:00;18.9;24.3;74.0;17.6
07/01/2018-05:10;18.9;36.8;74.6;17.6
07/01/2018-05:20;18.9;32.9;74.6;17.6
07/01/2018-05:30;19.1;36.5;73.5;17.7
07/01/2018-05:40;19.2;35.4;73.2;17.8
07/01/2018-05:50;19.1;34.7;74.3;17.8
07/01/2018-06:00;18.9;34.4;76.0;17.6
07/01/2018-06:10;18.7;46.6;76.8;17.4
07/01/2018-06:20;18.6;46.8;77.6;17.2
07/01/2018-06:30;18.5;39.2;77.8;17.2
07/01/2018-06:40;18.6;40.6;77.5;17.2
07/01/2018-06:50;18.4;38.9;79.2;17.0
07/01/2018-07:00;18.4;38.2;79.5;17.0
07/01/2018-07:10;18.5;39.3;79.5;17.1
07/01/2018-07:20;18.6;35.0;79.6;17.3
07/01/2018-07:30;18.8;36.5;79.4;17.4
07/01/2018-07:40;18.9;36.0;79.0;17.5
07/01/2018-07:50;19.0;36.4;78.8;17.7
07/01/2018-08:00;19.1;32.8;78.9;17.8
07/01/2018-08:10;19.2;35.1;78.9;17.9
07/01/2018-08:20;19.4;43.0;77.8;18.1
07/01/2018-08:30;19.6;43.7;77.3;18.3
07/01/2018-08:40;19.6;44.3;77.0;18.4
07/01/2018-08:50;19.7;44.8;77.1;18.4
07/01/2018-09:00;19.3;44.6;79.2;18.0
07/01/2018-09:10;19.0;43.5;82.0;17.7
07/01/2018-09:20;18.9;48.9;82.7;17.5
07/01/2018-09:30;18.8;48.9;83.1;17.5
07/01/2018-09:40;18.8;46.0;83.7;17.4
07/01/2018-09:50;19.1;43.7;83.2;17.8
07/01/2018-10:00;19.3;43.9;82.9;18.0
07/01/2018-10:10;19.2;40.6;83.3;17.9
07/01/2018-10:20;18.9;41.0;84.9;17.6
07/01/2018-10:30;18.9;38.9;85.7;17.5
07/01/2018-10:40;19.0;42.9;85.7;17.7
07/01/2018-10:50;18.9;42.6;85.9;17.6
07/01/2018-11:00;18.8;45.8;85.4;17.5
07/01/2018-11:10;18.9;43.1;85.3;17.6
07/01/2018-11:20;18.9;39.9;85.5;17.6
07/01/2018-11:30;19.0;42.9;85.5;17.7
07/01/2018-11:40;19.0;43.6;85.9;17.7
07/01/2018-11:50;18.9;46.8;86.4;17.6
07/01/2018-12:00;18.7;49.5;86.4;17.3
07/01/2018-12:10;18.8;49.9;86.4;17.5
07/01/2018-12:20;19.2;47.1;86.0;17.9
07/01/2018-12:30;19.6;50.7;83.9;18.4
07/01/2018-12:40;19.8;52.9;81.8;18.5
07/01/2018-12:50;20.0;41.5;82.0;18.8
07/01/2018-13:00;20.4;45.8;80.6;19.2
07/01/2018-13:10;20.8;47.3;79.4;19.6
07/01/2018-13:20;20.7;48.8;78.5;19.5
07/01/2018-13:30;20.9;43.6;77.8;19.7
07/01/2018-13:40;20.8;52.9;77.1;19.6
07/01/2018-13:50;20.7;47.7;77.3;19.5
07/01/2018-14:00;20.5;48.8;78.0;19.3
07/01/2018-14:10;20.4;46.2;79.1;19.2
07/01/2018-14:20;20.4;47.2;79.1;19.2
07/01/2018-14:30;20.8;41.5;79.5;19.6
07/01/2018-14:40;20.8;44.4;81.5;19.7
07/01/2018-14:50;20.9;40.8;82.4;19.7
07/01/2018-15:00;20.7;42.8;83.0;19.5
07/01/2018-15:10;20.6;40.7;82.8;19.4
07/01/2018-15:20;20.5;46.7;81.6;19.3
07/01/2018-15:30;20.3;44.7;80.8;19.1
07/01/2018-15:40;20.3;40.0;80.0;19.0
07/01/2018-15:50;20.2;40.5;78.7;19.0
07/01/2018-16:00;19.8;46.7;80.7;18.5
07/01/2018-16:10;19.3;43.9;83.2;18.0
07/01/2018-16:20;19.4;38.7;83.9;18.1
07/01/2018-16:30;19.2;52.0;81.9;17.9
07/01/2018-16:40;19.1;50.0;82.4;17.8
07/01/2018-16:50;19.0;49.2;82.0;17.7
07/01/2018-17:00;19.0;43.2;81.9;17.7
07/01/2018-17:10;19.1;42.7;82.0;17.8
07/01/2018-17:20;19.0;47.4;82.1;17.6
07/01/2018-17:30;18.9;48.2;82.3;17.6
07/01/2018-17:40;18.9;38.7;83.4;17.6
07/01/2018-17:50;18.9;39.9;83.1;17.6
07/01/2018-18:00;19.0;36.9;82.9;17.7
07/01/2018-18:10;19.0;36.6;82.5;17.7
07/01/2018-18:20;19.1;31.8;82.6;17.8
07/01/2018-18:30;19.3;29.6;82.1;18.0
07/01/2018-18:40;19.4;26.9;81.9;18.1
07/01/2018-18:50;19.4;27.1;80.5;18.1
07/01/2018-19:00;19.4;29.2;79.5;18.1
07/01/2018-19:10;19.3;26.2;79.9;18.0
07/01/2018-19:20;19.3;30.6;79.6;18.0
07/01/2018-19:30;19.3;29.3;79.7;18.0
07/01/2018-19:40;19.3;29.7;79.7;17.9
07/01/2018-19:50;19.1;26.6;80.4;17.8
07/01/2018-20:00;19.1;33.4;79.7;17.8
07/01/2018-20:10;18.9;30.1;80.5;17.6
07/01/2018-20:20;18.8;24.2;81.7;17.4
07/01/2018-20:30;18.7;32.1;82.0;17.3
07/01/2018-20:40;18.8;41.1;80.8;17.4
07/01/2018-20:50;18.8;41.4;80.0;17.5
07/01/2018-21:00;18.6;36.2;80.4;17.3
07/01/2018-21:10;18.6;37.3;80.1;17.2
07/01/2018-21:20;18.6;41.0;80.2;17.3
07/01/2018-21:30;18.6;36.0;81.0;17.2
07/01/2018-21:40;18.7;35.1;81.0;17.3
07/01/2018-21:50;18.7;31.2;81.4;17.4
07/01/2018-22:00;18.8;36.5;80.9;17.5
07/01/2018-22:10;18.9;39.6;80.4;17.6
07/01/2018-22:20;18.9;35.5;80.5;17.5
07/01/2018-22:30;18.8;41.5;80.3;17.5
07/01/2018-22:40;18.8;43.6;80.5;17.5
07/01/2018-22:50;18.8;44.6;81.1;17.4
07/01/2018-23:00;18.7;44.4;81.9;17.4
07/01/2018-23:10;18.9;36.5;81.6;17.6
07/01/2018-23:20;18.8;32.4;82.3;17.5
07/01/2018-23:30;18.7;29.9;83.3;17.4
07/01/2018-23:40;18.9;38.3;82.2;17.6
07/01/2018-23:50;18.8;29.1;83.0;17.5
08/01/2018-00:00;18.8;31.7;83.0;17.5
08/01/2018-00:10;18.9;34.0;82.8;17.5
08/01/2018-00:20;19.1;46.4;81.8;17.7
08/01/2018-00:30;19.0;49.8;82.5;17.6
08/01/2018-00:40;18.9;48.1;82.5;17.6
08/01/2018-00:50;19.0;51.0;81.8;17.7
08/01/2018-01:00;19.1;52.3;81.4;17.8
08/01/2018-01:10;19.3;56.3;80.5;18.0
08/01/2018-01:20;19.2;54.4;80.5;17.9
08/01/2018-01:30;19.3;54.4;80.2;18.0
08/01/2018-01:40;19.3;47.2;80.1;18.0
08/01/2018-01:50;19.4;45.1;79.8;18.1
08/01/2018-02:00;19.4;45.6;79.6;18.1
08/01/2018-02:10;19.4;39.2;79.8;18.1
08/01/2018-02:20;19.3;35.7;79.9;18.0
08/01/2018-02:30;19.3;35.0;80.3;18.0
08/01/2018-02:40;19.3;37.6;80.4;18.0
08/01/2018-02:50;19.1;36.8;81.2;17.8
08/01/2018-03:00;19.0;35.8;82.1;17.6
08/01/2018-03:10;18.9;38.6;82.5;17.5
08/01/2018-03:20;18.8;37.1;82.6;17.5
08/01/2018-03:30;18.8;35.6;82.4;17.5
08/01/2018-03:40;18.9;36.8;82.2;17.5
08/01/2018-03:50;18.9;38.2;81.8;17.6
08/01/2018-04:00;19.0;39.1;81.4;17.6
08/01/2018-04:10;18.9;35.3;81.7;17.6
08/01/2018-04:20;18.9;33.2;81.9;17.5
08/01/2018-04:30;18.9;30.5;81.6;17.6
